form	categorical_judgment
c b a b a b b c b a a d a b b d c b d c d c	grammatical
c b b c a d b a b a b c b d c c c a d b d c	grammatical
c b d a a d a d b c c b b a b a b d c a b b	grammatical
c c a b b a b c b d d c c d b d c d d a a a	grammatical
c c b d b d b b a b a b c b b c a a b a a a	grammatical
c c d b d c a d c b b a b a b c b b c c a b	grammatical
c d a c c a d a b b a b c b b c d c a b a d	grammatical
c d c b b c b c b d d a a b a a b b b b b b	grammatical
c d d c c a b a b b d c b d c c a c d a b a	grammatical
d a b a b a c a d a b c a d a c d b c b c b	grammatical
d a b d d a a a d c a a b a b a a c d a a b	grammatical
d a d b b b c a b d a b a b b a d a a b a b	grammatical
d b a b d d c a c c b d c d c a b a a b a b	grammatical
d b c a c b d c b a b a b d b a a b a b b b	grammatical
d b d c d b a a c c d b b b a b a b c c c c	grammatical
d c b a a a b a b a c c d a a b a b d d d b	grammatical
d c c b c c b b a b c a a b b b a b b a a b	grammatical
d c d d a b d c c a a a b a b d c d b c c a	grammatical
d d b a b c a c b b d a b a a b b c b d a c	grammatical
d d c c b a a b a b d a b a b c d d d b d b	grammatical
a a a a a d a c a a b a b a b a a b d a d c c	ungrammatical
a a b a a b a b a b b b d a d a b d a b b c	ungrammatical
a a b c c a d b a b a b a b c d a c c c b a c	ungrammatical
a a c d d d c d b b b a d a b a b a b b b	ungrammatical
a b a b a b a c d d c d a b a a a c d b b a a	ungrammatical
a b a b a b c a b a b d d d c b c a d d c a	ungrammatical
a b a b a b a b b a c d d b a c c d b b a a c	ungrammatical
a b c a c a c b a b a b a b a c c d d d b b	ungrammatical
a b d c a d d d d d c a b a b a b a d c b c b	ungrammatical
a c a d b c a b a b a b a c a d b d a a c	ungrammatical
a c c a d a b a b a b c b c c c d c a c c b d	ungrammatical
a c d b d b b c c d a b a b a b b a a b b b d	ungrammatical
a d a c d c b a b d a b c a b a b a b a a c b	ungrammatical
a d c b a d b d b c b c b c c d a b a b a b	ungrammatical
a d d c d c c d d a b a b a b a d d a d d	ungrammatical
b a b a a b a b a b c d a c d b c a d d c b d	ungrammatical
b a b c a b d d d a b c b d a b a b a b b b c	ungrammatical
b a d a a a b b d c c a b a b a b d a b a b	ungrammatical
b b a b a b a b a d a d a a c a c c c b b d	ungrammatical
b b b c c a a a b a b a b c a b d d a b a a a	ungrammatical
b b d a b c a b a b b a a a b a b a b a a c	ungrammatical
b c a b a b a b a c d c b c a a a a b b d a	ungrammatical
b c b d b a a a b a b a b b b d c a b b b b d	ungrammatical
b c d b a a a b a b a b d a d b d d d c d c	ungrammatical
b d a c c a b a b a b c a c c a c a a c c d	ungrammatical
b d c a c b d a d d b d d c a a b a b a b d	ungrammatical
b d d c a d a a b a b a b c b d c d a d a d	ungrammatical
c a a c a c c a b a b a b d b a b d a c b a c	ungrammatical
c a b c a a d a d a c d c c c b a b a b a b	ungrammatical
c a d a a b a b a b c b c b b d d d b a d d c	ungrammatical
c a b a b a b b c b a a d a b b d c b d c d c	ungrammatical
c b b c a d a b a b a b c b d c c c a d b d c	ungrammatical
c b d a a d a d b c c b a b a b a b d c a b b	ungrammatical
c c a b a b a b c b d d c c d b d c d d a a a	ungrammatical
c c b d b d a b a b a b c b b c a a b a a a	ungrammatical
c c d b d c a d c b a b a b a b c b b c c a b	ungrammatical
c d a c c a d a b a b a b c b b c d c a b a d	ungrammatical
c d c b b c b c b d d a a b a b a b b b b b b	ungrammatical
c d d c c a b a b a b d c b d c c a c d a b a	ungrammatical
d a b a b a b c a d a b c a d a c d b c b c b	ungrammatical
d a b d d a a a d c a b a b a b a a c d a a b	ungrammatical
d a d b b b c a b d a b a b a b a d a a b a b	ungrammatical
d b a b d d c a c c b d c d c a b a b a b	ungrammatical
d b c a c b d a b a b a b d b a a b a b b b	ungrammatical
d b d c d b a a c c d b b a b a b a b c c c c	ungrammatical
d c b a a b a b a b a c c d a a b a b d d d b	ungrammatical
d c c b c c b b a b c a a b a b a b b a a b	ungrammatical
d c d d a b d c c a a b a b a b d c d b c c a	ungrammatical
d d b a b c a c b b d a b a b a b b c b d a c	ungrammatical
d d c c b a b a b a b d a b a b c d d d b d b	ungrammatical
a a a a a b a b c b b c a c b a b d c d d c c	grammatical
a a b a b a c c d c b a b d a d a c c d b d c	grammatical
a a b c c c a b b a b c c a d a b a a b b b a	grammatical
a a d b a b a b a d c c d d a c d c d c b a d	grammatical
a b a b a a a c c a c d b d d c c d c d b c c	grammatical
a b a b c d c b c c c a d d b b a a b a b a c	grammatical
a b b b c a b a b a a b a d c b d c b a c c c	grammatical
a b c d c a a c d b a d b b d c b b a b a b c	grammatical
a c a b a a b d c d a c d c b c b c d a b a c	grammatical
a c b b d c c a a b c b b b a d a a a b a b c	grammatical
a c c c b b c d b a b d b a b b d c c c b d d	grammatical
a d a b a b c b c d a c d c b a d c a a c b c	grammatical
a d b c b b b a b c a a c c b b a b a b c a b	grammatical
a d d a b a a a c d b a b a b b a a d b d a b	grammatical
b a a b a b a a d a d b c a a a b b a d d d a	grammatical
b a b a b b c b c d c d b c b a c a b c b a b	grammatical
b a c a c a d b b a b a b a c b d b d d c c c	grammatical
b a d d b d a b a b a c a c b a d c a a d b b	grammatical
b b a d c c c d a c b b b b c a b a b b b d d	grammatical
b b c b b a b a b b c a c d d b b c b d a c b	grammatical
b b d b d c c d d b b a b a b c c c d c a d b	grammatical
b c a d a b a b a c c d c a b c d a d b b a d	grammatical
b c b d d b a a a b b b a b b c a a d d b b b	grammatical
b c d c b b b a b b a b c c c a c a a d d b c	grammatical
b d a d a b c b b a b a b d c b b d b b a c c	grammatical
b d c b a c b b c b a c d d b a b a b d a a c	grammatical
b d d d d a a b a b a a c d a b c b b c a c a	grammatical
c a b a b a c a b d a a a b d c d a b a b b b	grammatical
c a b d c a d c b d a b a a b a c a d c d d b	grammatical
c a d b c a b d d b c d b c a a d a b a b a a	grammatical
c b a c b c a b d d a d a a a b a b d c d b a	grammatical
c b c a a c a a c b a a b a b c b d d a b c b	grammatical
c b d c a a d d b a c b b a b a b c a b a d d	grammatical
c c a c b b d d a d b a b b b a b a c c d c b	grammatical
c c c a c a a c b b c a d b a b a b d a b a d	grammatical
c c d c d a c a b a b a a d c d c b c b a b a	grammatical
c d b a b a b b b a c c b c a a b b d d b c d	grammatical
c d c b c a d c a d d a a a b b c b a b a b b	grammatical
d a a a a a b a b a a b c b d c c a d c c b b	grammatical
d a b a a b b a b b c a c d d c a d b b a a d	grammatical
d a c a b a b a c a b c b a b a c b c c a c d	grammatical
d a d b c b c d d a a c a b a b c c a a c c d	grammatical
d b a d a b a b d a a d d a b b a a b c c a a	grammatical
d b c c b a a b a a c c a b a b a a b c b a b	grammatical
d c a a b a b c c b c a b a d c c c a d d a d	grammatical
d c b b a b a b a d b c b a d c d a b b b c b	grammatical
d c c c a d c d a c d b a b a b c a a a d b a	grammatical
d c d d b b b c d b a c b a a d a b b a b b d	grammatical
d d b a b a b b a a a c d b a b c b d a d a a	grammatical
d d c b c c a b d c a c c a a b b a b d a d b	grammatical
a a a a a b a b a b b c a c b a b d c d d c c	ungrammatical
a b a b a b a c c d c b a b d a d a c c d b d c	ungrammatical
a a b c c c a b b a b c c a d a b a b a b b b a	ungrammatical
a a d b a b a b a b d c c d d a c d c d c b a d	ungrammatical
a b a b a b a a c c a c d b d d c c d c d b c c	ungrammatical
a b a b c d c b c c c a d d b b a a b a b a b c	ungrammatical
a b b b c a b a b a b b a d c b d c b a c c c	ungrammatical
a b c d c a a c d b a d b b d c a b a b a b c	ungrammatical
a c a b a b a b d c d a c d c b c b c d a b a c	ungrammatical
a c b b d c c a a b c b b b a d a a b a b a b c	ungrammatical
a c c c b b c d b a b a b a b b d c c c b d d	ungrammatical
a b a b a b c b c d a c d c b a d c a a c b c	ungrammatical
a d b c b b b a b c a a c c b a b a b a b c a b	ungrammatical
a d d a b a a a c a b a b a b b a a d b d a b	ungrammatical
b a a b a b a b a d a d b c a a a b b a d d d a	ungrammatical
b a b a b a b c b c d c d b c b a c a b c b a b	ungrammatical
b a c a c a d b b a b a b a b d b d d c c c	ungrammatical
b a d d b d a b a b a b c a c b a d c a a d b b	ungrammatical
b b a d c c c d a c b b b b c a b a b a b b d d	ungrammatical
b b c a b a b a b b c a c d d b b c b d a c b	ungrammatical
b b d b d c c d d b a b a b a b c c c d c a d b	ungrammatical
b c a b a b a b a c c d c a b c d a d b b a d	ungrammatical
b c b d d b a a a b a b a b b c a a d d b b b	ungrammatical
b c d c b b b a b a b a b c c c a c a a d d b c	ungrammatical
b d a d a b c a b a b a b d c b b d b b a c c	ungrammatical
b d c b a c b b c b a c d d a b a b a b d a a c	ungrammatical
b d d d d a a b a b a b c d a b c b b c a c a	ungrammatical
c a b a b a b a b d a a a b d c d a b a b b b	ungrammatical
c a b d c a d c b d a b a b a b a c a d c d d b	ungrammatical
c a d b c a b d d b c d b c a a b a b a b a a	ungrammatical
c b a c b c a b d d a d a a b a b a b d c d b a	ungrammatical
c b c a a c a a c b a a b a b a b d d a b c b	ungrammatical
c b d c a a d d b a c a b a b a b c a b a d d	ungrammatical
c c a c b b d d a d b a b a b a b a c c d c b	ungrammatical
c c c a c a a c b b c a a b a b a b d a b a d	ungrammatical
c c d c d a c a b a b a b d c d c b c b a b a	ungrammatical
c a b a b a b b b a c c b c a a b b d d b c d	ungrammatical
c d c b c a d c a d d a a a b b a b a b a b b	ungrammatical
d a a a a a b a b a b a b c b d c c a d c c b b	ungrammatical
d a b a b a b b a b b c a c d d c a d b b a a d	ungrammatical
d a b a b a b a c a b c b a b a c b c c a c d	ungrammatical
d a d b c b c d d a a b a b a b c c a a c c d	ungrammatical
d b a b a b a b d a a d d a b b a a b c c a a	ungrammatical
d b c c b a a b a a c c a b a b a b c b a b	ungrammatical
d c a b a b a b c c b c a b a d c c c a d d a d	ungrammatical
d c b a b a b a b a d b c b a d c d a b b b c b	ungrammatical
d c c c a d c d a c d a b a b a b c a a a d b a	ungrammatical
d c d d b b b c d b a c b a a d a b a b a b b d	ungrammatical
d d b a b a b a b a a a c d b a b c b d a d a a	ungrammatical
d d c b c c a b d c a c c a a b a b a b d a d b	ungrammatical
a a a a a b a a b b a a c a a b d d d a c d b b	grammatical
a a b a a b a d c d a d c a c b b c a d b b d c	grammatical
a a b b c d d b d a d b a b a b d a b c b c a c	grammatical
a a c d b d d c d a a b a a b a b b a c d c b a	grammatical
a b a a b a a d d a d d d c a d d a d a d b a d	grammatical
a b a b b b b a d b d c c b d c a d d d b d a a	grammatical
a b b a b a b d d a d b c b a a c c c a b a d b	grammatical
a b c a a c a b a b a c b c d d d d c d d d a c	grammatical
a b d b c a b b b b d d c d c a b a b b b d a d	grammatical
a c a c d a c d b d a a b a c a b b c a d d b d	grammatical
a c c b b b d b a b a c c a c d a b a b a a a b	grammatical
a c d d a b a a b a c b c c b b d c b b c d a b	grammatical
a d a d c b a a b a b c b b a b b c c c a a c d	grammatical
a d c b a b c c d c d c d a a b c a a b a b b d	grammatical
a d d d d a a c c b a d a c d c a b a b b b c c	grammatical
b a b a b a a c d c b c c d d b b b d a b d d d	grammatical
b a c a a a b d c b c a b d a b a b c a b a b b	grammatical
b a d c c b d c d b b b d d b b a d a a a b a b	grammatical
b b a d b d a d a d a b c a a a b a b c c b c d	grammatical
b b c b a b a b b d b a d c c a d a b b a d b d	grammatical
b b d c d d a b a b a a c a b b c c a d c a b d	grammatical
b c b a d c c b c a d d a a b a b c b c c b a d	grammatical
b c c c c c d b d c b d c c a a d b a a a b a b	grammatical
b d a a b a d a b a d b d c a a b d a d c b b a	grammatical
b d b b b d a c d a a d d c a b d a b a b b b a	grammatical
b d c d d a b b a b d a a a b c d c a b b d c a	grammatical
c a a a d a b c a a a a b a b d b a b b a a a d	grammatical
c a b a a c a b a b c c a b a b d d d b d d b b	grammatical
c a b d d b a a c d c d d d c c c a a b a b b d	grammatical
c a d b a b d c c c c a b b b d c a a b a b a d	grammatical
c b a b b a b a b a a b c d c a b d b b c c c d	grammatical
c b b c d a d c d c a a b a b d b c a c b c a c	grammatical
c b d a d b d c d b d d d b d d c a a b a b d a	grammatical
c c a c a b d c d c b a b b a b a b c c c b a d	grammatical
c c c b a c d c b a a b a c b a b b d a b c c c	grammatical
c c d d c a d a a b b d d a b a a b b b a a c a	grammatical
c d b a a c c a a c d d a a a b b a b b c b b d	grammatical
c d c b a b a b a a c c d b b c c b d a c d b b	grammatical
c d d d d d d a b a a b d a b c b a a d c d c b	grammatical
d a b a b a a c a c b a c d d a d b d a c d b a	grammatical
d a c a b b a b d c b b a c b a b d b d b d b c	grammatical
d a d c b a d c d a b c b d c b c a b a b a c a	grammatical
d b a c c c c c d b a b a b c b b b b b a a c d	grammatical
d b b d d d d c c a d b a b a b b d a d d c c d	grammatical
d b d a d b d a b c d a b a b a a b c c a d a b	grammatical
d c a b b a c c a c d b a a b a b d c d c d d a	grammatical
d c b d a c a a b a b c a a c b a c a a b d a c	grammatical
d c d c a a b a b c c d b a d b c b d b c b d b	grammatical
d d a d d c a b b d b d b a a d d a a b a b d b	grammatical
d d c b c a a d a d b a a a b a b b d a b d a d	grammatical
a a a a a b a b a b b a a c a a b d d d a c d b b	ungrammatical
a a b a b a b a d c d a d c a c b b c a d b b d c	ungrammatical
a a b b c d d b d a d b a b a b a b c b c a c	ungrammatical
a a c d b d d c d a a b a b a b b a c d c b a	ungrammatical
a b a b a b a a d d a d d d c a d d a d a d b a d	ungrammatical
a b a b a b b a d b d c c b d c a d d d b d a a	ungrammatical
a a b a b a b d d a d b c b a a c c c a b a d b	ungrammatical
a b c a a c a b a b a b b c d d d d c d d d a c	ungrammatical
a b d b c a b b b b d d c d c a b a b a b d a d	ungrammatical
a c a c d a c d b d a a b a b a b b c a d d b d	ungrammatical
a c c b b b d b a b a c c a c d a b a b a b a a b	ungrammatical
a c d d a b a b a b a c b c c b b d c b b c d a b	ungrammatical
a d a d c b a a b a b a b b a b b c c c a a c d	ungrammatical
a d c b a b c c d c d c d a a b c a a b a b a b d	ungrammatical
a d d d d a a c c b a d a c d c a b a b a b c c	ungrammatical
a b a b a b a a c d c b c c d d b b b d a b d d d	ungrammatical
b a c a a a b d c b c a b a b a b c a b a b b	ungrammatical
b a d c c b d c d b b b d d b b a d a b a b a b	ungrammatical
b b a d b d a d a d a b c a b a b a b c c b c d	ungrammatical
b b c a b a b a b b d b a d c c a d a b b a d b d	ungrammatical
b b d c d d a b a b a b c a b b c c a d c a b d	ungrammatical
b c b a d c c b c a d d a b a b a b c b c c b a d	ungrammatical
b c c c c c d b d c b d c c a a d b a a b a b a b	ungrammatical
b d a a b a b a b a d b d c a a b d a d c b b a	ungrammatical
b d b b b d a c d a a d d c a b d a b a b a b a	ungrammatical
b d c d d a b a b a b d a a a b c d c a b b d c a	ungrammatical
c a a a d a b c a a a a b a b a b a b b a a a d	ungrammatical
c a b a a b a b a b c c a b a b d d d b d d b b	ungrammatical
c a b d d b a a c d c d d d c c c a b a b a b b d	ungrammatical
c a d b a b d c c c c a b b b d c a a b a b a b	ungrammatical
c b a b b a b a b a b b c d c a b d b b c c c d	ungrammatical
c b b c d a d c d c a a b a b a b c a c b c a c	ungrammatical
c b d a d b d c d b d d d b d d c a b a b a b d a	ungrammatical
c c a c a b d c d c b a b a b a b a b c c c b a d	ungrammatical
c c c b a c d c b a a b a b a b b d a b c c c	ungrammatical
c c d d c a d a a b b d d a b a b a b b b a a c a	ungrammatical
c d b a a c c a a c d d a a a b a b a b b c b b d	ungrammatical
c d c a b a b a b a a c c d b b c c b d a c d b b	ungrammatical
c d d d d d d a b a b a b d a b c b a a d c d c b	ungrammatical
d a b a b a b c a c b a c d d a d b d a c d b a	ungrammatical
d a c a b a b a b d c b b a c b a b d b d b d b c	ungrammatical
d a d c b a d c d a b c b d c b c a b a b a b a	ungrammatical
d b a c c c c c d a b a b a b c b b b b b a a c d	ungrammatical
d b b d d d d c c a d a b a b a b b d a d d c c d	ungrammatical
d b d a d b d a b c d a b a b a b c c a d a b	ungrammatical
d c a b b a c c a c d b a b a b a b d c d c d d a	ungrammatical
d c b d a c a b a b a b c a a c b a c a a b d a c	ungrammatical
d c d c a b a b a b c c d b a d b c b d b c b d b	ungrammatical
d d a d d c a b b d b d b a a d d a a b a b a b	ungrammatical
d d c b c a a d a d b a b a b a b b d a b d a d	ungrammatical
a a a a a b a b b c a c b c a c b d c c c d b a b	grammatical
a a a d c d d c a b a d b a d b a b a b b d b d c	grammatical
a a b c b a b b a c c c c d a b b b b a d c c c d	grammatical
a a d a c c b b d c c d c d b d b a a b a b b c c	grammatical
a b a b a a a a d a d d d b a a a d a b a a b b c	grammatical
a b a c b a b d d b c d a a a d d c c a c c c c a	grammatical
a b b b d d d a c a b c c d a d d a b a b a c d c	grammatical
a b c d a b b a b a b b c d b d b d b b b b b c b	grammatical
a c a a d a c c d a b d d a b a b b b c c c a b a	grammatical
a c b b a b a b a c a a c c d d c c d a d a c d a	grammatical
a c c c a b a a b a b b c b d b c a a d c a c d c	grammatical
a c d d d a c a b d d c a a b a b a a d c b c d a	grammatical
a d b a a a b b d d b a c d a a b a a b b b b b c	grammatical
a d c c a c a b c a a c b b b c b b a b a b b d b	grammatical
b a a a b a d c c d a a c a a a c d b a b a b d c	grammatical
b a b a b a a b d a d a a c c a a b a a d c d d d	grammatical
b a b d b b b d d b b c c a b a c a b c c c a d c	grammatical
b a d b a c b b a b a b d a b b b b c d b d a d d	grammatical
b b a b a b c c c b c b b c d b c a c d d c d b b	grammatical
b b b d c d b a c b c d c a b a b a a a a c d b a	grammatical
b b d b c c d b d c d c d c b a b b b a b c c a b	grammatical
b c a d a b a b b b c c c c d b d d c d a c c c d	grammatical
b c c a d a b d d d a d a d c d b c a b a b c b d	grammatical
b c d c c a d c a c a a b a a b b d a a a b c a a	grammatical
b d a d c c a a a b a b d b a c d a d b b b b a c	grammatical
b d c a d b c c a b a a b a b b a a a d c a d d b	grammatical
b d d b d c a a d b a a a b b a b c b b c d c a d	grammatical
c a a c b d a a d a d d a a d c b c b a a b b a b	grammatical
c a b b d a a b a d b a b a b a a b b c c a a c d	grammatical
c a c d b b a b a b a c c c c d b d d b a a a d c	grammatical
c b a b a a b a b b c b c a b b d a a a c c c c d	grammatical
c b b b d b a b c a b a b a c a d d c c a c b d a	grammatical
c b d b a d c a a b a a c a d b a b b a c a b a b	grammatical
c c a b d c a a b b b a b a b d b a d b a a c a a	grammatical
c c b d c d b d c b a b a b a a d b d a a d d c d	grammatical
c c d b b c a a b a b c b a a b d d a a a a a c a	grammatical
c d a c d c c c a a c b d d c d a a b a b c b b b	grammatical
c d c b a c d b a b a c b a b a d b a b c d b a a	grammatical
c d d c d d c c c b c c b d a a b a b a c c a b b	grammatical
d a b a a b a b c d d c b c a a b c b d b d a d d	grammatical
d a b d b d d d b d b b b a b d d a a a b a b c d	grammatical
d a d b d d a a d a a b a b d d d a b b b a b d c	grammatical
d b a c a a a d a b b b a b b c c c a b a d c a b	grammatical
d b b d c a c a a b d a b a b c c d d d b a a d b	grammatical
d b d c a b b a b d c d d a a c c a a d b d a d a	grammatical
d c a d c d a b a a b d b b b a b a a c c b d b d	grammatical
d c c b b a c c c b a b a b c b c b c c d c a d d	grammatical
d c d d a b a d b a c b b a b c d b b a b a b c a	grammatical
d d b a d a b a b b c b c d a a d a b d c b b c d	grammatical
d d c c a b b b a c c d c a c a b a b a a b d a a	grammatical
a a a a a b a b a b c a c b c a c b d c c c d b a b	ungrammatical
a a a d c d d c a b a d b a a b a b a b b d b d c	ungrammatical
a a b a b a b b a c c c c d a b b b b a d c c c d	ungrammatical
a a d a c c b b d c c d c d b d b a b a b a b b c c	ungrammatical
a b a b a b a a d a d d d b a a a d a b a a b b c	ungrammatical
a b a b a b d d b c d a a a d d c c a c c c c a	ungrammatical
a b b b d d d a c a b c c d a d d a b a b a b d c	ungrammatical
a b c d a b b a b a b a b c d b d b d b b b b b c b	ungrammatical
a c a a d a c c d a b d d a b a b a b c c c a b a	ungrammatical
a c b a b a b a b a c a a c c d d c c d a d a c d a	ungrammatical
a c c c a b a b a b a b b c b d b c a a d c a c d c	ungrammatical
a c d d d a c a b d d c a a b a b a b a d c b c d a	ungrammatical
a d b a a a b b d d b a c d a a b a b a b b b b b c	ungrammatical
a d c c a c a b c a a c b b b c b b a b a b a b d b	ungrammatical
b a a a b a d c c d a a c a a a c a b a b a b d c	ungrammatical
b a b a b a b a b d a d a a c c a a b a a d c d d d	ungrammatical
b a b d b b b d d b b c c a b a b a b c c c a d c	ungrammatical
b a d b a c a b a b a b d a b b b b c d b d a d d	ungrammatical
b a b a b a b c c c b c b b c d b c a c d d c d b b	ungrammatical
b b b d c d b a c b c d c a b a b a b a a a c d b a	ungrammatical
b b d b c c d b d c d c d c b a b a b a b c c a b	ungrammatical
b c a b a b a b b b c c c c d b d d c d a c c c d	ungrammatical
b c c a d a b d d d a d a d c d b c a b a b a b d	ungrammatical
b c d c c a d c a c a a b a b a b b d a a a b c a a	ungrammatical
b d a d c c a b a b a b d b a c d a d b b b b a c	ungrammatical
b d c a d b c c a b a b a b a b b a a a d c a d d b	ungrammatical
b d d b d c a a d b a a a b a b a b c b b c d c a d	ungrammatical
c a a c b d a a d a d d a a d c b c b a a b a b a b	ungrammatical
c a b b d a a b a d b a b a b a b a b b c c a a c d	ungrammatical
c a c d a b a b a b a c c c c d b d d b a a a d c	ungrammatical
c b a b a b a b b c b c a b b d a a a c c c c d	ungrammatical
c b b b d b a b c a b a b a b c a d d c c a c b d a	ungrammatical
c b d b a d c a a b a a c a d b a b b a b a b a b	ungrammatical
c c a b d c a a b a b a b a b d b a d b a a c a a	ungrammatical
c c b d c d b d c b a b a b a b d b d a a d d c d	ungrammatical
c c d b b c a b a b a b c b a a b d d a a a a a c a	ungrammatical
c d a c d c c c a a c b d d c d a b a b a b c b b b	ungrammatical
c d c b a c d b a b a b a b a d b a b c d b a a	ungrammatical
c d d c d d c c c b c c b d a a b a b a b c c a b b	ungrammatical
d a b a b a b c d d c b c a a b c b d b d a d d	ungrammatical
d a b d b d d d b d b b b a b d d a a b a b a b c d	ungrammatical
d a d b d d a a d a a b a b d d d a b a b a b d c	ungrammatical
d b a c a a a d a b a b a b b c c c a b a d c a b	ungrammatical
d b b d c a c a a b a b a b c c d d d b a a d b	ungrammatical
d b d c a b a b a b d c d d a a c c a a d b d a d a	ungrammatical
d c a d c d a b a b a b d b b b a b a a c c b d b d	ungrammatical
d c c b b a c c c a b a b a b c b c b c c d c a d d	ungrammatical
d c d d a b a d b a c b b a b c d a b a b a b c a	ungrammatical
d d b a b a b a b b c b c d a a d a b d c b b c d	ungrammatical
d d c c a b b b a c c d c a c a b a b a b b d a a	ungrammatical
a a a a a a a b a b d c a b a b a d a c b c b d a b	grammatical
a a b a a b a a d d a b b a b d c c d c c a c c a d	grammatical
a a b c b c b b c c c d a a a b a b c d c a b a c c	grammatical
a a d a b c b a b b d d b a a c d c c b a c c a a a	grammatical
a b a a b d c c b a c b d b d b b c d c d a c d b d	grammatical
a b a c a b c a a c d a d a c b d d b b b b b b c b	grammatical
a b b b a b a d a b a b a c d b a c b d d a a c a d	grammatical
a b c c a c c b d d d d d a c a b a b a d b c a b b	grammatical
a b d d b b c c a b b b c c b a b b a b c b b d b c	grammatical
a c b b a a b c b b d c a c a c d d c a b a a b a b	grammatical
a c c c c c b c d c a b a a b d b b c c a d d c b c	grammatical
a d a a b b b c c d b d d b a a a b a b d a d c c d	grammatical
a d b b a b a b a d b c a a c c b c a a d a c c a d	grammatical
a d c c d a c b d c c a d c d c a b a b a d a a b a	grammatical
b a a a c a c b d d d a b a d a c a b a b d d d b c	grammatical
b a b a b b c d c a c d d a d c d d b c b a d b d a	grammatical
b a c a b a b a a b d c c d c c d c b d a a d a b d	grammatical
b a d c a d b d d a b d a a d d b a b c c a b a b a	grammatical
b b a c d c c d a c b a a b a b a d c d c c d c a a	grammatical
b b c a a d b c b b a b d a b a b a a b a b d d c c	grammatical
b b d d b a b d c d b d c a a c b b a a b a b d b b	grammatical
b c b a c a d b c b b b a c b a b a b c d b a d c b	grammatical
b c c c c c c d d c d c b c a a b a a b a b d a a a	grammatical
b c d d d d b a b a b d b a b a b d a c a b a a c a	grammatical
b d b b a b a a d d c b d a b a b b a b a b a a b c	grammatical
b d c c d b b b d d a b a a b c c d d b c a c d a a	grammatical
c a a b a b a c a c d c b a d c a b b a c c b d c d	grammatical
c a b a b c b a b c b a a b a b b a b d d d b a b c	grammatical
c a c b a c d a b c b c d b a b a a a b b d b b b c	grammatical
c a d c a c c a a d a b d b b a b a b d b b b b b c	grammatical
c b a c a b b a b a a b a d b a b b a b a d c a c b	grammatical
c b b d a c d b a b d b d b c a a a b d a b d b a b	grammatical
c b d a d a b a a c b b b d c d a b b a b a b c a c	grammatical
c c a b d c a a b c d d b a b a b c a c c a d c d d	grammatical
c c b d c d a a b a d a b b c a a d b a a b d a c b	grammatical
c c d c a b b b a c b a d d a b d a d a b a b b c a	grammatical
c d a d b d a d b a c d b c a b a b a c d c b a d b	grammatical
c d c b a a d a b a b b c a c d b b a b a b c b d c	grammatical
c d d c d c c b c d a b a b a c d a a a d a d a b b	grammatical
d a a c d c a c b b b d d c d a a c a b d b a b b c	grammatical
d a b c b a b a b a d c a c c a b b a c b d c b a a	grammatical
d a d a b a a d b a b a c d c a c a d a b a b a c d	grammatical
d b a c a d b c c b d d b a b a b b b d a b c a c d	grammatical
d b c a c a c a c a a c b a b d d d d a a b a b c a	grammatical
d b d c c b c d a b a a a b c c d d d d c c a d b a	grammatical
d c a c d a b a b b b d c b d c d c a a c c b a a a	grammatical
d c c b a c a d b a b a b b b a c a d d b d a b d c	grammatical
d c d c c a d b a a a b a b b a a c c c c d b a d c	grammatical
d d b a a d a b b d a b b a c b d b a b b a b d a a	grammatical
d d c c a d c d d b a d c a b a a b d c a d c c b a	grammatical
a a a a a b a b a b d c a b a b a d a c b c b d a b	ungrammatical
a a b a a b a a d d a b a b a b d c c d c c a c c a d	ungrammatical
a a b c b c b b c c c d a a b a b a b c d c a b a c c	ungrammatical
a a d a b a b a b b d d b a a c d c c b a c c a a a	ungrammatical
a b a b a b d c c b a c b d b d b b c d c d a c d b d	ungrammatical
a b a b a b c a a c d a d a c b d d b b b b b b c b	ungrammatical
a b a b a b a d a b a b a c d b a c b d d a a c a d	ungrammatical
a b c c a c c b d d d d d a b a b a b a d b c a b b	ungrammatical
a b d d b b c c a b b b c c b a b a b a b c b b d b c	ungrammatical
a c b b a a b c b b d c a c a c d d c a b a b a b	ungrammatical
a c c c c c b c d c a b a b a b d b b c c a d d c b c	ungrammatical
a d a a b b b c c d b d d b a a b a b a b d a d c c d	ungrammatical
a d b b a b a b a b b c a a c c b c a a d a c c a d	ungrammatical
a d c c d a c b d c c a d c d c a b a b a b d a a b a	ungrammatical
b a a a c a c b d d d a b a d a b a b a b d d d b c	ungrammatical
a b a b a b b c d c a c d d a d c d d b c b a d b d a	ungrammatical
b a c a b a b a b d c c d c c d c b d a a d a b d	ungrammatical
b a d c a d b d d a b d a a d d b a b c c a b a b a b	ungrammatical
b b a c d c c d a c b a a b a b a b c d c c d c a a	ungrammatical
b b c a a d b c b b a b d a b a b a b a b d d c c	ungrammatical
b b d d b a b d c d b d c a a c b b a a b a b a b b	ungrammatical
b c b a c a d b c b b b a b a b a b c d b a d c b	ungrammatical
b c c c c c c d d c d c b c a a b a b a b d a a a	ungrammatical
b c d d d a b a b a b d b a b a b d a c a b a a c a	ungrammatical
b d b b a b a a d d c b d a b a a b a b a b a a b c	ungrammatical
b d c c d b b b d d a b a b a b c c d d b c a c d a a	ungrammatical
c a b a b a b a c a c d c b a d c a b b a c c b d c d	ungrammatical
